restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r179,The Italian Place 179,ITALIAN,9.9,Medium,Downtown,40.0,277,"Vegetarian, Vegan","Risotto, Seafood Pasta, Pasta",12 AM - 10 PM
r180,Bella Italia 180,ITALIAN,9.3,Medium,Riverside,30.69,237,"Vegetarian, Vegan","Pizza, Pasta, Risotto",12 AM - 10 PM
r181,Italian Kitchen,ITALIAN,8.6,High,Financial District,83.12,373,"Halal, Gluten-free, Vegan, Kosher","Pizza, Risotto, Seafood Pasta",12 AM - 11 PM
r182,Italian Kitchen 182,ITALIAN,8.9,Low,Riverside,29.97,824,"Vegan, Gluten-free","Seafood Pasta, Risotto, Pizza",11 AM - 10 PM
r183,Italian 183,ITALIAN,8.5,High,Arts District,92.99,932,"Organic, Kosher, Low-Carb","Seafood Pasta, Risotto, Pasta",10 AM - 10 PM
r184,Italian House,ITALIAN,8.9,Medium,Mountain View,36.48,268,"Halal, Kosher","Risotto, Pasta, Pizza",12 AM - 11 PM
r185,Bella Italia 185,ITALIAN,9.9,Medium,University Area,55.07,415,"Vegan, Gluten-free","Pizza, Pasta, Risotto",11 AM - 11 PM
r186,Roma 186,ITALIAN,8.8,Very High,Suburban,144.26,869,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pizza",10 AM - 10 PM
r187,The Italian Place,ITALIAN,9.9,Very High,Suburban,144.91,493,"Vegetarian, Vegan","Pizza, Seafood Pasta, Pasta",9 AM - 11 PM
r188,Trattoria 188,ITALIAN,8.9,Medium,Harbor,55.96,400,"Vegetarian, Vegan","Risotto, Seafood Pasta, Pasta",9 AM - 10 PM
r189,The Italian Place 189,ITALIAN,9.4,High,Mountain View,73.79,349,"Vegan, Gluten-free","Pasta, Risotto, Pizza",9 AM - 11 PM
r190,Italian Kitchen,ITALIAN,9.0,Low,University Area,20.86,343,"Halal, Kosher","Seafood Pasta, Pasta, Risotto",9 AM - 10 PM
r191,Trattoria 191,ITALIAN,9.7,High,Entertainment District,85.57,113,Organic,"Risotto, Pasta, Seafood Pasta",9 AM - 10 PM
r192,Bella Italia 192,ITALIAN,9.4,High,Mountain View,60.49,627,"Halal, Kosher","Risotto, Pasta, Pizza",9 AM - 10 PM
r193,Roma,ITALIAN,10.0,Medium,Harbor,49.41,424,"Organic, Vegetarian","Seafood Pasta, Risotto, Pizza",11 AM - 11 PM
r194,Trattoria 194,ITALIAN,9.0,Low,Tech Park,18.06,564,"Vegetarian, Vegan","Risotto, Seafood Pasta, Pizza",10 AM - 10 PM
r195,Italian 195,ITALIAN,10.0,Medium,Tech Park,31.49,928,"Organic, Vegetarian","Risotto, Seafood Pasta, Pizza",10 AM - 10 PM
r196,Trattoria,ITALIAN,8.5,Low,Harbor,17.98,524,"Vegan, Gluten-free","Risotto, Pasta, Seafood Pasta",12 AM - 10 PM
r197,Italian House 197,ITALIAN,9.7,High,Financial District,69.28,636,"Gluten-free, Low-Carb","Risotto, Pasta, Seafood Pasta",10 AM - 11 PM
r198,Italian Kitchen 198,ITALIAN,9.3,High,Chinatown,62.42,882,"Vegan, Gluten-free","Pizza, Pasta, Seafood Pasta",12 AM - 10 PM
r199,The Italian Place,ITALIAN,8.5,Very High,Financial District,178.47,239,"Organic, Kosher, Low-Carb","Pasta, Risotto, Seafood Pasta",10 AM - 11 PM
r200,Italian Kitchen 200,ITALIAN,9.4,Low,Riverside,16.4,409,"Organic, Vegetarian","Pizza, Risotto, Pasta",12 AM - 11 PM
r201,Italian House 201,ITALIAN,8.9,Low,University Area,10.89,384,"Organic, Vegetarian","Pizza, Seafood Pasta, Risotto",9 AM - 11 PM
r202,The Italian Place,ITALIAN,9.2,Medium,Beach Area,51.73,465,"Gluten-free, Low-Carb","Pizza, Risotto, Seafood Pasta",11 AM - 11 PM
r203,Italian 203,ITALIAN,9.1,Very High,Downtown,103.69,302,Organic,"Pasta, Risotto, Pizza",11 AM - 11 PM
r204,Roma 204,ITALIAN,9.8,Very High,City Center,118.43,168,"Organic, Kosher, Low-Carb","Seafood Pasta, Pasta, Pizza",9 AM - 10 PM
r205,Italian Kitchen,ITALIAN,8.7,High,Downtown,99.23,334,"Halal, Gluten-free, Vegan, Kosher","Pizza, Pasta, Seafood Pasta",9 AM - 10 PM
r206,Bella Italia 206,ITALIAN,8.7,Medium,Downtown,42.96,124,"Halal, Gluten-free, Vegan, Kosher","Risotto, Pasta, Seafood Pasta",9 AM - 10 PM
r207,Bella Italia 207,ITALIAN,9.9,Very High,Beach Area,102.63,347,"Vegetarian, Vegan","Risotto, Seafood Pasta, Pizza",12 AM - 10 PM
r208,Italian House,ITALIAN,9.2,Low,Old Town,16.61,806,Organic,"Pasta, Seafood Pasta, Risotto",12 AM - 11 PM
r209,Roma 209,ITALIAN,9.6,Low,Tech Park,12.53,601,"Organic, Kosher, Low-Carb","Risotto, Seafood Pasta, Pasta",10 AM - 11 PM
r210,Italian 210,ITALIAN,9.4,High,City Center,69.94,191,Organic,"Pasta, Risotto, Seafood Pasta",11 AM - 10 PM
r211,Bella Italia,ITALIAN,8.8,Medium,Old Town,33.97,502,"Organic, Vegetarian","Pizza, Seafood Pasta, Risotto",12 AM - 10 PM
r212,Bella Italia 212,ITALIAN,8.8,Low,Uptown,28.19,388,"Halal, Gluten-free, Vegan, Kosher","Pizza, Seafood Pasta, Risotto",12 AM - 10 PM
r213,Bella Italia 213,ITALIAN,9.5,Medium,Mountain View,59.31,774,"Organic, Kosher, Low-Carb","Pasta, Seafood Pasta, Risotto",12 AM - 11 PM
r214,Bella Italia,ITALIAN,9.1,Medium,University Area,37.56,429,"Halal, Kosher","Risotto, Pasta, Seafood Pasta",10 AM - 10 PM
r215,Roma 215,ITALIAN,9.0,High,Mountain View,68.64,646,"Organic, Vegetarian","Risotto, Pizza, Pasta",9 AM - 11 PM
r216,The Italian Place 216,ITALIAN,9.0,High,Old Town,87.62,704,"Vegetarian, Vegan","Risotto, Pizza, Pasta",11 AM - 10 PM
r217,Trattoria,ITALIAN,8.7,Medium,Financial District,41.39,83,Organic,"Pizza, Seafood Pasta, Pasta",11 AM - 11 PM
r218,Italian Kitchen 218,ITALIAN,9.5,High,City Center,71.92,769,Organic,"Risotto, Pasta, Pizza",12 AM - 11 PM
r219,Bella Italia 219,ITALIAN,10.0,High,Chinatown,75.9,378,"Vegan, Gluten-free","Seafood Pasta, Pasta, Risotto",11 AM - 11 PM
r220,Italian House,ITALIAN,9.1,High,Financial District,97.03,644,"Gluten-free, Low-Carb","Pasta, Risotto, Seafood Pasta",10 AM - 11 PM
r221,Italian 221,ITALIAN,8.9,Very High,City Center,146.63,291,"Gluten-free, Low-Carb","Pasta, Seafood Pasta, Pizza",11 AM - 10 PM
r222,The Italian Place 222,ITALIAN,10.0,Low,Financial District,19.94,881,"Organic, Kosher, Low-Carb","Seafood Pasta, Pizza, Risotto",12 AM - 11 PM
r223,Trattoria,ITALIAN,8.7,Very High,Old Town,165.58,817,"Vegetarian, Vegan","Pizza, Seafood Pasta, Risotto",10 AM - 10 PM
r224,Italian House 224,ITALIAN,9.7,Low,Old Town,28.03,728,"Halal, Kosher","Risotto, Pasta, Seafood Pasta",10 AM - 10 PM
r225,The Italian Place 225,ITALIAN,9.3,Medium,Old Town,35.13,742,"Organic, Kosher, Low-Carb","Pizza, Seafood Pasta, Risotto",12 AM - 10 PM
r226,Italian House,ITALIAN,9.9,Medium,Entertainment District,51.97,255,"Gluten-free, Low-Carb","Risotto, Pizza, Pasta",11 AM - 10 PM
r227,Bella Italia 227,ITALIAN,9.1,High,Downtown,65.36,130,"Halal, Kosher","Pasta, Pizza, Seafood Pasta",11 AM - 10 PM
r228,Bella Italia 228,ITALIAN,9.2,Medium,Old Town,56.3,85,Organic,"Pasta, Seafood Pasta, Pizza",12 AM - 11 PM
r229,Trattoria,ITALIAN,8.8,Medium,Entertainment District,59.01,826,"Gluten-free, Low-Carb","Risotto, Pizza, Seafood Pasta",11 AM - 10 PM
r230,The Italian Place 230,ITALIAN,9.8,Low,Chinatown,19.66,949,"Vegetarian, Vegan","Risotto, Pasta, Seafood Pasta",11 AM - 11 PM
r231,Bella Italia 231,ITALIAN,8.5,Very High,Financial District,131.64,258,"Organic, Kosher, Low-Carb","Pasta, Seafood Pasta, Risotto",10 AM - 11 PM
r232,Italian 232,ITALIAN,9.5,Low,Downtown,20.61,163,"Gluten-free, Low-Carb","Risotto, Pizza, Pasta",10 AM - 10 PM
r233,Trattoria 233,ITALIAN,8.5,Low,Mountain View,26.02,70,"Vegetarian, Vegan","Pizza, Risotto, Seafood Pasta",9 AM - 11 PM
r234,Trattoria 234,ITALIAN,9.1,Medium,Riverside,58.07,459,"Organic, Kosher, Low-Carb","Seafood Pasta, Pizza, Risotto",11 AM - 11 PM
r235,Italian Kitchen,ITALIAN,9.0,High,Chinatown,75.07,390,"Organic, Vegetarian","Risotto, Pizza, Seafood Pasta",10 AM - 10 PM
r236,Italian Kitchen 236,ITALIAN,8.5,Very High,Arts District,166.84,743,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pizza",11 AM - 11 PM
r237,Bella Italia 237,ITALIAN,9.7,Medium,Entertainment District,42.87,852,"Organic, Vegetarian","Pasta, Pizza, Risotto",9 AM - 11 PM
r238,Bella Italia,ITALIAN,8.9,High,Uptown,86.95,413,"Halal, Kosher","Seafood Pasta, Risotto, Pizza",11 AM - 10 PM
r239,Italian Kitchen 239,ITALIAN,9.1,Low,Arts District,27.58,57,"Organic, Vegetarian","Risotto, Seafood Pasta, Pasta",12 AM - 11 PM
r240,The Italian Place 240,ITALIAN,9.9,High,Financial District,95.13,186,"Vegetarian, Vegan","Seafood Pasta, Pizza, Risotto",11 AM - 11 PM
r241,Bella Italia,ITALIAN,8.5,Low,Suburban,28.24,224,"Halal, Kosher","Pasta, Risotto, Seafood Pasta",10 AM - 11 PM
r242,Bella Italia 242,ITALIAN,10.0,Medium,University Area,33.4,766,"Organic, Kosher, Low-Carb","Pasta, Risotto, Pizza",9 AM - 10 PM
r243,Bella Italia 243,ITALIAN,9.8,High,Mountain View,81.99,831,"Halal, Kosher","Pizza, Risotto, Seafood Pasta",11 AM - 10 PM
r244,Italian House,ITALIAN,9.2,Medium,Downtown,59.53,322,"Gluten-free, Low-Carb","Risotto, Pasta, Pizza",12 AM - 10 PM
r245,The Italian Place 245,ITALIAN,8.6,High,Old Town,66.3,486,"Halal, Gluten-free, Vegan, Kosher","Seafood Pasta, Pizza, Pasta",9 AM - 11 PM
r246,Roma 246,ITALIAN,9.1,Very High,Harbor,173.75,292,"Vegan, Gluten-free","Risotto, Pasta, Pizza",11 AM - 11 PM
r247,The Italian Place,ITALIAN,8.9,High,Mountain View,74.0,976,"Organic, Vegetarian","Pizza, Seafood Pasta, Risotto",11 AM - 11 PM
r248,Bella Italia 248,ITALIAN,8.6,Low,Financial District,26.94,998,"Vegan, Gluten-free","Pasta, Risotto, Pizza",11 AM - 11 PM
r249,Italian 249,ITALIAN,10.0,High,City Center,97.77,904,"Organic, Kosher, Low-Carb","Pasta, Risotto, Pizza",10 AM - 11 PM
r250,Italian House,ITALIAN,8.7,Low,Riverside,18.28,970,"Vegetarian, Vegan","Seafood Pasta, Pizza, Pasta",12 AM - 10 PM
r251,Trattoria 251,ITALIAN,9.8,Very High,Tech Park,185.03,970,"Gluten-free, Low-Carb","Risotto, Seafood Pasta, Pizza",12 AM - 11 PM
r252,Italian 252,ITALIAN,9.6,Medium,Suburban,52.02,251,"Halal, Kosher","Pizza, Risotto, Seafood Pasta",12 AM - 10 PM
r253,Italian Kitchen,ITALIAN,8.7,Very High,Uptown,131.69,552,"Gluten-free, Low-Carb","Seafood Pasta, Pasta, Pizza",12 AM - 10 PM
r254,Trattoria 254,ITALIAN,9.5,Medium,Mountain View,42.78,586,"Halal, Kosher","Pizza, Seafood Pasta, Risotto",11 AM - 11 PM
r255,Trattoria 255,ITALIAN,8.6,Low,Uptown,15.41,727,"Organic, Vegetarian","Pasta, Seafood Pasta, Pizza",10 AM - 10 PM
r256,Italian House,ITALIAN,8.6,High,Arts District,61.02,718,"Halal, Kosher","Pizza, Pasta, Risotto",10 AM - 11 PM
r257,Trattoria 257,ITALIAN,8.5,Medium,Entertainment District,52.75,288,Organic,"Seafood Pasta, Pizza, Pasta",12 AM - 11 PM
r258,Italian 258,ITALIAN,8.8,Low,Tech Park,19.07,963,Organic,"Risotto, Pasta, Seafood Pasta",12 AM - 11 PM
r259,Bella Italia,ITALIAN,9.4,Medium,Harbor,45.65,267,"Vegetarian, Vegan","Pizza, Risotto, Pasta",10 AM - 10 PM
r260,The Italian Place 260,ITALIAN,9.4,Very High,University Area,141.21,352,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pasta",12 AM - 10 PM
r261,Bella Italia 261,ITALIAN,9.0,Medium,Chinatown,32.36,909,"Gluten-free, Low-Carb","Seafood Pasta, Pizza, Risotto",11 AM - 11 PM
r262,Bella Italia,ITALIAN,9.0,Medium,Arts District,32.69,894,"Gluten-free, Low-Carb","Pasta, Risotto, Pizza",9 AM - 11 PM
r263,Italian House 263,ITALIAN,9.4,Low,Financial District,17.06,306,"Organic, Vegetarian","Pizza, Pasta, Seafood Pasta",10 AM - 11 PM
r264,Roma 264,ITALIAN,9.5,Low,University Area,10.44,251,Organic,"Risotto, Seafood Pasta, Pizza",10 AM - 10 PM
r265,Roma,ITALIAN,9.1,Low,Entertainment District,10.45,323,"Gluten-free, Low-Carb","Pasta, Risotto, Seafood Pasta",12 AM - 10 PM
r266,Trattoria 266,ITALIAN,10.0,Medium,Tech Park,59.39,511,"Gluten-free, Low-Carb","Pasta, Seafood Pasta, Pizza",12 AM - 10 PM
r267,Trattoria 267,ITALIAN,9.2,Low,University Area,17.49,533,"Gluten-free, Low-Carb","Risotto, Seafood Pasta, Pasta",12 AM - 10 PM
r268,Italian 268,ITALIAN,9.6,Very High,Arts District,157.5,914,"Organic, Kosher, Low-Carb","Risotto, Pasta, Pizza",10 AM - 10 PM
r269,Trattoria 269,ITALIAN,9.8,High,Entertainment District,60.03,176,"Gluten-free, Low-Carb","Seafood Pasta, Risotto, Pizza",9 AM - 10 PM
r270,Trattoria 270,ITALIAN,9.7,Very High,University Area,116.69,905,"Halal, Gluten-free, Vegan, Kosher","Pasta, Seafood Pasta, Pizza",9 AM - 11 PM
r271,Trattoria,ITALIAN,9.9,Very High,City Center,181.76,176,Organic,"Risotto, Pizza, Pasta",11 AM - 11 PM
r272,The Italian Place 272,ITALIAN,9.8,Very High,Old Town,115.78,491,"Organic, Kosher, Low-Carb","Risotto, Seafood Pasta, Pizza",11 AM - 11 PM
r273,Italian 273,ITALIAN,8.5,Medium,Riverside,36.73,747,"Organic, Kosher, Low-Carb","Seafood Pasta, Pizza, Pasta",12 AM - 11 PM
r274,Roma,ITALIAN,8.7,Medium,Riverside,44.14,995,"Gluten-free, Low-Carb","Pizza, Seafood Pasta, Pasta",10 AM - 10 PM
r275,The Italian Place 275,ITALIAN,10.0,Very High,University Area,170.91,961,"Vegan, Gluten-free","Risotto, Pizza, Seafood Pasta",11 AM - 10 PM
r276,Trattoria 276,ITALIAN,9.4,Medium,Uptown,30.29,460,"Halal, Gluten-free, Vegan, Kosher","Seafood Pasta, Pasta, Pizza",12 AM - 11 PM
r277,Roma,ITALIAN,9.8,Very High,Tech Park,142.58,557,"Vegetarian, Vegan","Pizza, Pasta, Seafood Pasta",11 AM - 11 PM
r278,Roma 278,ITALIAN,8.7,Very High,Arts District,120.1,420,"Halal, Kosher","Pasta, Seafood Pasta, Risotto",12 AM - 10 PM
r279,Italian Kitchen 279,ITALIAN,8.9,High,Uptown,95.93,750,"Organic, Vegetarian","Seafood Pasta, Risotto, Pasta",9 AM - 10 PM
r280,Trattoria,ITALIAN,9.1,High,Mountain View,86.8,913,"Vegan, Gluten-free","Seafood Pasta, Pasta, Risotto",9 AM - 11 PM
r281,Roma 281,ITALIAN,9.3,Very High,Arts District,183.95,392,"Vegan, Gluten-free","Pizza, Pasta, Risotto",10 AM - 10 PM
r282,Italian 282,ITALIAN,9.6,Very High,Entertainment District,178.24,835,"Halal, Gluten-free, Vegan, Kosher","Risotto, Pasta, Pizza",10 AM - 11 PM
r283,Trattoria,ITALIAN,9.5,Low,Downtown,22.25,279,Organic,"Pizza, Risotto, Seafood Pasta",9 AM - 11 PM
r284,Bella Italia 284,ITALIAN,9.7,Very High,Suburban,165.48,214,"Organic, Kosher, Low-Carb","Risotto, Pasta, Seafood Pasta",10 AM - 10 PM
r285,Italian 285,ITALIAN,10.0,Medium,Arts District,56.1,996,"Vegan, Gluten-free","Pizza, Pasta, Risotto",9 AM - 10 PM
r286,Bella Italia,ITALIAN,9.8,Medium,Arts District,49.58,725,"Vegan, Gluten-free","Pasta, Risotto, Pizza",9 AM - 10 PM
r287,Roma 287,ITALIAN,9.1,Medium,Beach Area,59.05,360,"Halal, Kosher","Risotto, Pasta, Seafood Pasta",11 AM - 10 PM
r288,Bella Italia 288,ITALIAN,9.9,Low,Suburban,25.19,999,"Organic, Vegetarian","Risotto, Pizza, Pasta",11 AM - 11 PM
r289,Italian Kitchen,ITALIAN,8.7,High,City Center,83.59,122,"Gluten-free, Low-Carb","Pizza, Risotto, Pasta",10 AM - 11 PM
r290,Bella Italia 290,ITALIAN,9.1,Very High,Entertainment District,158.99,756,"Vegan, Gluten-free","Pizza, Risotto, Pasta",11 AM - 10 PM
r291,Trattoria 291,ITALIAN,9.4,Low,Financial District,25.29,680,"Vegetarian, Vegan","Pasta, Pizza, Risotto",12 AM - 11 PM
r292,Roma,ITALIAN,8.9,Medium,Downtown,53.8,580,"Vegan, Gluten-free","Pasta, Risotto, Seafood Pasta",11 AM - 11 PM
r293,The Italian Place 293,ITALIAN,8.7,High,Beach Area,66.88,195,"Vegan, Gluten-free","Pizza, Pasta, Seafood Pasta",12 AM - 11 PM
r294,Italian House 294,ITALIAN,9.5,High,Chinatown,72.88,81,"Vegan, Gluten-free","Pizza, Seafood Pasta, Pasta",10 AM - 11 PM
r295,Trattoria,ITALIAN,9.5,Medium,Riverside,48.91,782,"Organic, Kosher, Low-Carb","Risotto, Pizza, Pasta",9 AM - 11 PM
r296,The Italian Place 296,ITALIAN,9.4,Very High,Financial District,187.64,824,"Halal, Kosher","Pizza, Pasta, Seafood Pasta",12 AM - 11 PM
r297,Italian 297,ITALIAN,9.7,High,Mountain View,74.23,645,"Vegan, Gluten-free","Pasta, Risotto, Seafood Pasta",12 AM - 11 PM
r298,Italian 298,ITALIAN,9.7,Medium,Riverside,44.43,271,"Organic, Kosher, Low-Carb","Pasta, Risotto, Pizza",12 AM - 11 PM
r299,Trattoria 299,ITALIAN,8.6,Medium,Beach Area,44.31,149,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pizza",10 AM - 10 PM
r300,Bella Italia 300,ITALIAN,8.9,High,Beach Area,60.94,733,"Halal, Gluten-free, Vegan, Kosher","Pasta, Seafood Pasta, Pizza",12 AM - 11 PM
r301,Italian 301,ITALIAN,9.3,Medium,Riverside,48.69,142,"Vegetarian, Vegan","Pizza, Risotto, Pasta",11 AM - 10 PM
r302,Roma 302,ITALIAN,8.6,Medium,Downtown,53.81,589,"Vegan, Gluten-free","Risotto, Pasta, Seafood Pasta",11 AM - 11 PM
r303,Italian 303,ITALIAN,9.3,Very High,Tech Park,163.24,986,"Gluten-free, Low-Carb","Risotto, Pizza, Pasta",12 AM - 10 PM
r304,Italian Kitchen,ITALIAN,9.8,High,Arts District,62.49,658,"Vegan, Gluten-free","Risotto, Seafood Pasta, Pasta",11 AM - 11 PM
r305,Roma 305,ITALIAN,8.6,High,University Area,75.53,131,"Vegetarian, Vegan","Pasta, Seafood Pasta, Risotto",11 AM - 10 PM
r306,Bella Italia 306,ITALIAN,9.6,Medium,City Center,42.26,360,"Halal, Gluten-free, Vegan, Kosher","Pizza, Pasta, Risotto",10 AM - 11 PM
r307,The Italian Place,ITALIAN,9.3,High,Riverside,65.74,721,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pizza",9 AM - 11 PM
r308,Italian House 308,ITALIAN,9.2,Low,Harbor,18.24,668,"Organic, Kosher, Low-Carb","Seafood Pasta, Pasta, Pizza",9 AM - 10 PM
r309,Italian House 309,ITALIAN,8.7,Very High,Riverside,101.09,877,"Organic, Vegetarian","Pasta, Pizza, Seafood Pasta",11 AM - 11 PM
r310,The Italian Place,ITALIAN,9.0,High,Riverside,95.34,505,"Halal, Gluten-free, Vegan, Kosher","Pasta, Seafood Pasta, Risotto",10 AM - 11 PM
r311,Italian Kitchen 311,ITALIAN,8.9,Very High,University Area,109.62,148,"Halal, Kosher","Pasta, Seafood Pasta, Pizza",9 AM - 10 PM
r312,Bella Italia 312,ITALIAN,10.0,Low,Suburban,25.18,989,"Organic, Vegetarian","Pizza, Risotto, Pasta",9 AM - 10 PM
r313,Italian 313,ITALIAN,9.0,Low,Mountain View,16.97,241,"Organic, Kosher, Low-Carb","Pasta, Pizza, Seafood Pasta",10 AM - 10 PM
r314,The Italian Place 314,ITALIAN,9.7,Very High,Entertainment District,187.39,975,"Halal, Kosher","Seafood Pasta, Risotto, Pasta",12 AM - 10 PM
r315,The Italian Place 315,ITALIAN,8.6,Very High,Financial District,177.31,671,"Halal, Gluten-free, Vegan, Kosher","Risotto, Pasta, Seafood Pasta",9 AM - 11 PM
r316,Trattoria,ITALIAN,9.5,Low,Old Town,26.11,231,"Vegetarian, Vegan","Pasta, Risotto, Seafood Pasta",9 AM - 11 PM
r317,Roma 317,ITALIAN,9.4,High,City Center,82.05,650,"Vegan, Gluten-free","Pasta, Pizza, Seafood Pasta",11 AM - 11 PM
r318,Trattoria 318,ITALIAN,9.6,Medium,Downtown,48.18,952,Organic,"Seafood Pasta, Risotto, Pizza",12 AM - 10 PM
r319,Trattoria,ITALIAN,9.1,Very High,Chinatown,141.82,150,"Halal, Gluten-free, Vegan, Kosher","Risotto, Pasta, Seafood Pasta",9 AM - 10 PM
r320,Italian 320,ITALIAN,9.6,Very High,Harbor,163.87,494,"Gluten-free, Low-Carb","Seafood Pasta, Pasta, Risotto",9 AM - 11 PM
r321,Bella Italia 321,ITALIAN,9.5,Very High,Beach Area,177.46,953,"Halal, Gluten-free, Vegan, Kosher","Risotto, Pasta, Pizza",11 AM - 10 PM
r322,Bella Italia,ITALIAN,9.3,Low,Financial District,25.79,903,"Halal, Kosher","Seafood Pasta, Risotto, Pizza",11 AM - 10 PM
r323,Italian 323,ITALIAN,9.2,Very High,Chinatown,102.12,512,Organic,"Pasta, Seafood Pasta, Risotto",9 AM - 10 PM
r324,Trattoria 324,ITALIAN,9.1,Medium,Downtown,46.73,247,"Vegetarian, Vegan","Seafood Pasta, Risotto, Pasta",12 AM - 11 PM
r325,Italian 325,ITALIAN,8.6,Low,Tech Park,16.15,82,"Vegetarian, Vegan","Pasta, Pizza, Risotto",12 AM - 10 PM
r326,Bella Italia 326,ITALIAN,8.5,Medium,Arts District,41.47,625,Organic,"Seafood Pasta, Pasta, Pizza",12 AM - 11 PM
r327,Italian House 327,ITALIAN,9.3,Medium,Harbor,56.95,708,"Organic, Kosher, Low-Carb","Risotto, Pasta, Seafood Pasta",9 AM - 10 PM
r328,The Italian Place,ITALIAN,9.1,Very High,Financial District,147.66,381,"Halal, Kosher","Pizza, Pasta, Seafood Pasta",10 AM - 11 PM
r329,Bella Italia 329,ITALIAN,9.0,Medium,Arts District,57.04,354,Organic,"Seafood Pasta, Pizza, Risotto",11 AM - 11 PM
r330,Italian House 330,ITALIAN,8.7,Low,Uptown,25.37,760,"Gluten-free, Low-Carb","Seafood Pasta, Risotto, Pizza",12 AM - 11 PM
r331,Italian House,ITALIAN,8.8,Low,Entertainment District,27.94,131,"Organic, Vegetarian","Pasta, Pizza, Seafood Pasta",11 AM - 11 PM
r332,The Italian Place 332,ITALIAN,9.5,Very High,Tech Park,123.41,141,"Vegan, Gluten-free","Risotto, Pizza, Seafood Pasta",12 AM - 11 PM
r333,Italian 333,ITALIAN,10.0,Medium,University Area,52.1,808,Organic,"Pasta, Risotto, Seafood Pasta",9 AM - 10 PM
r334,Italian Kitchen,ITALIAN,9.1,Low,Beach Area,17.15,883,"Halal, Gluten-free, Vegan, Kosher","Pizza, Seafood Pasta, Pasta",12 AM - 11 PM
r335,Italian 335,ITALIAN,9.9,Low,Uptown,23.95,542,"Halal, Kosher","Pasta, Seafood Pasta, Risotto",10 AM - 11 PM
r336,Italian Kitchen 336,ITALIAN,8.9,Medium,Entertainment District,32.58,759,Organic,"Seafood Pasta, Pasta, Risotto",9 AM - 11 PM
r337,Roma,ITALIAN,9.9,Low,Downtown,14.11,992,"Organic, Vegetarian","Pizza, Seafood Pasta, Risotto",11 AM - 11 PM
r338,The Italian Place 338,ITALIAN,9.1,Low,Mountain View,24.86,487,"Vegan, Gluten-free","Seafood Pasta, Risotto, Pasta",9 AM - 10 PM
r339,Roma 339,ITALIAN,9.6,High,Beach Area,82.55,138,"Gluten-free, Low-Carb","Seafood Pasta, Pizza, Risotto",9 AM - 11 PM
r340,Italian 340,ITALIAN,9.0,Very High,Financial District,182.62,519,"Gluten-free, Low-Carb","Pizza, Seafood Pasta, Risotto",11 AM - 11 PM
r341,Trattoria 341,ITALIAN,9.1,Very High,Riverside,142.05,274,"Vegan, Gluten-free","Risotto, Seafood Pasta, Pizza",10 AM - 10 PM
r342,Trattoria 342,ITALIAN,9.1,Medium,Harbor,51.82,703,"Halal, Gluten-free, Vegan, Kosher","Pasta, Risotto, Seafood Pasta",10 AM - 11 PM
r343,Italian 343,ITALIAN,8.6,High,Financial District,99.16,510,"Vegan, Gluten-free","Pizza, Pasta, Seafood Pasta",10 AM - 11 PM
r344,Italian House 344,ITALIAN,9.9,Medium,Suburban,43.16,312,"Halal, Gluten-free, Vegan, Kosher","Pasta, Risotto, Pizza",10 AM - 10 PM
r345,The Italian Place 345,ITALIAN,9.3,High,Riverside,78.79,299,"Gluten-free, Low-Carb","Pizza, Seafood Pasta, Pasta",11 AM - 10 PM
r346,Italian 346,ITALIAN,10.0,High,Suburban,99.45,184,"Halal, Gluten-free, Vegan, Kosher","Seafood Pasta, Pizza, Pasta",11 AM - 11 PM
r347,Bella Italia 347,ITALIAN,9.1,High,Beach Area,76.58,334,"Halal, Kosher","Pasta, Pizza, Risotto",9 AM - 10 PM
r348,Italian Kitchen 348,ITALIAN,9.7,Very High,University Area,113.95,974,"Halal, Gluten-free, Vegan, Kosher","Pizza, Risotto, Seafood Pasta",10 AM - 10 PM
r349,Italian 349,ITALIAN,8.8,Medium,Mountain View,56.72,72,"Organic, Vegetarian","Seafood Pasta, Pizza, Pasta",11 AM - 11 PM
r350,Italian House 350,ITALIAN,9.7,Low,Mountain View,12.11,896,"Halal, Kosher","Seafood Pasta, Pizza, Risotto",11 AM - 11 PM
r351,Italian 351,ITALIAN,9.7,Very High,Chinatown,178.35,217,"Organic, Kosher, Low-Carb","Pasta, Pizza, Seafood Pasta",10 AM - 11 PM
r352,Roma,ITALIAN,8.6,Medium,City Center,51.25,640,Organic,"Pasta, Pizza, Risotto",11 AM - 11 PM
r353,Bella Italia 353,ITALIAN,9.8,Low,Downtown,17.85,602,"Vegan, Gluten-free","Seafood Pasta, Risotto, Pasta",10 AM - 11 PM
r354,Italian Kitchen 354,ITALIAN,9.5,Very High,Downtown,178.01,562,"Gluten-free, Low-Carb","Pasta, Pizza, Seafood Pasta",9 AM - 10 PM
r355,Bella Italia,ITALIAN,9.3,Low,Arts District,27.52,80,Organic,"Pizza, Seafood Pasta, Pasta",10 AM - 11 PM
